Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639.022439,2705.804198,2747.316723,2901.900111,2800.565225,3061.197716,3216.243586,3061.111463,3101.703082,3178.819683,3041.070225,3000.574666,3005.950733,3183.318166,3328.106401,3621.091556,4290.197487,4196.500159,4142.722344,4058.740888,4092.078814,4225.571262,4262.063697,4481.251842,4295.051489,4200.152563,4700.106262,5077.185987,5163.499019,5416.856115,
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946.528685,5283.288313,5680.382536,6038.472407,6333.217086,6685.520676,7115.206162,7554.371324,8018.503889,8241.220605,9027.425525,9459.232145,9696.478907,10386.3468,11058.2433,11536.87669,12406.32643,13407.97742,14353.11306,14902.35421,15698.52215,16653.2438,16963.51124,17866.30682,18488.04679,19229.83549,20701.21897,21415.11611,22741.35132,23841.00941,
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.1824431,516.6352922,485.3327802,543.6165671,496.5605912,585.8485628,628.831751,648.2739131,662.5535997,673.2992867,680.7345848,644.6778923,649.9934867,683.1299173,721.4126901,748.4798318,785.7328919,859.8977937,917.057494,972.6452247,1021.859199,1062.954029,1034.019743,1108.512397,1078.979911,1018.935141,1025.013102,1037.549802,1072.78174,1114.825849,
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6818.401982,7517.489087,8159.294661,8951.919559,9739.121673,10648.77285,11627.61671,12373.31664,11302.46384,11875.81129,12913.17492,12976.67579,13606.05103,14369.82704,15450.04856,16454.21538,17549.60295,18784.48431,19695.07921,19193.19186,20508.75753,21704.74427,22985.80166,23477.99117,24607.66873,24801.88843,25546.12952,26661.50742,28219.80261,29564.00827,
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23516.86165,23924.98912,24935.50242,25889.44173,27185.94888,28168.22637,29374.7086,30838.92621,32201.75582,33850.45988,35643.83847,36446.53278,37321.01987,38783.72301,40937.06252,43340.15378,45486.60741,47142.42774,47588.93173,46284.33428,47634.4217,49061.23402,50678.72522,52229.63014,54121.61569,55606.86685,56780.01693,58857.85364,61658.12409,63766.00659,
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3708.922521,4025.591559,4295.360214,4184.849164,4247.825933,4402.185755,4518.215817,4684.78406,4801.228729,4938.69624,5085.590992,5173.252147,5428.256302,5671.377488,6465.306291,6722.113518,7291.721459,7813.112668,8024.808485,7964.468564,8378.214642,8830.23593,9341.019936,9709.609013,10400.78793,10574.16158,10372.31176,10050.41762,10163.2084,10098.85835,
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.7721254,761.2679525,768.4192076,763.0122869,767.0927029,775.1984944,763.1424283,760.9335887,816.7453112,797.6580481,777.079348,821.4110011,843.9431895,846.4717962,840.6569803,896.3526938,942.3198831,961.2464874,1016.561536,1005.374108,1062.689914,1068.244853,1158.66902,1127.348953,1142.516865,1145.511649,1148.475671,1163.687784,1229.807586,1276.294725,
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059.1347,2082.693132,2173.30902,2125.639691,2079.134387,2069.02414,2141.348012,2187.135005,2213.016657,2202.409952,2306.114523,2434.246219,2780.792298,2964.362992,3241.724496,3467.105156,3690.840249,3934.842537,4170.732914,4420.974011,4703.204831,4922.702345,4982.945399,5225.172934,5507.169495,5426.332787,5234.679127,5190.356127,5278.848395,5352.679423,
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.431127,1993.406997,2001.250596,1995.810551,2061.872061,2184.903885,2321.460418,2411.383015,2486.296193,2656.16639,2783.277729,2885.254228,2911.145854,2998.140204,3198.403297,3392.621682,3590.863851,3821.596403,3974.741671,3820.591001,3981.086721,4263.157777,4427.964779,4610.282002,4941.699702,5293.870462,5694.054287,6004.02858,5884.687971,5641.572079,
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19128.77414,20098.98672,20750.2582,21359.63281,22326.70509,23389.32663,24455.25494,26007.97994,27707.84045,29268.5361,31884.68942,33194.52307,34447.20532,34114.41754,35780.10663,37625.56171,40958.91895,43885.83135,46420.20168,44589.71915,45078.31814,46599.02103,47272.10302,49241.51784,49233.2154,50288.59139,52288.41508,55088.6338,57901.09701,59469.08369,
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18416.46117,19533.269,20573.4346,21531.58258,22971.94738,24301.75817,26759.73341,28598.68799,28185.25027,30555.04906,36952.55415,37780.64417,37980.35398,38553.93245,42514.68599,47797.52995,54088.03684,55862.65642,61716.59971,55404.97455,57963.87594,62076.74066,65354.77925,66961.2531,65892.68928,60368.92087,58939.91261,64050.75617,69258.55014,67978.72253,
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.4868876,920.7834465,954.2395434,987.1431872,1062.490214,1094.55357,1146.652859,1198.489692,1222.91938,1270.408345,1354.495236,1426.454374,1428.549476,1491.059047,1581.559069,1666.248458,1752.499798,1838.687648,1967.699829,2055.85227,2169.515359,2001.644367,2176.205905,2349.72206,2593.529367,2633.395115,2582.725866,3098.682692,3404.731452,3692.72226,
Nauru,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4388.568663,4551.921719,4984.523803,3940.877499,4893.419958,5343.815983,5968.352218,6662.389495,7511.78952,9913.080756,12677.72949,13163.75788,13645.41063,12975.39238,13963.76739,14099.48535,
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14859.2764,14564.5479,14916.92074,15960.88769,17093.6204,17908.77925,18463.78141,19136.91376,19340.89433,20579.36592,21514.47755,22496.75393,23306.27954,23961.41877,25080.03995,25677.41908,27744.73589,29355.66482,29827.14255,30700.55857,31239.19131,32701.3786,32988.60976,36242.62123,37293.35679,37479.68298,39955.80303,42285.3199,43930.88142,45073.20308,44251.79422
OECD members,OED,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16523.22589,17174.40852,17819.24206,18290.35045,19098.73981,19874.9455,20750.75258,21713.41967,22297.42195,23165.35027,24594.0505,25353.37261,26148.63637,26907.40153,28332.14415,29673.96347,31627.58462,33164.36889,34021.25156,33141.18413,34387.43539,35799.80483,36773.57704,38071.05237,39209.27707,40328.42171,41671.82956,43265.25227,44941.14595,46245.27285,
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23156.93365,24299.93503,25728.76787,26732.57501,27354.25313,28580.34378,29555.9046,31693.84446,32660.36094,33196.94246,35953.94289,37938.2454,37462.72737,36341.61672,36884.69005,37960.45952,40100.34673,41774.23992,44507.89047,45516.4197,44291.3129,43425.6709,44508.89249,42078.86885,38624.64708,31113.37083,28925.86964,29082.47972,29031.64433,28448.85878,
Other small states,OSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11171.30504,11753.90571,12332.55354,12917.22021,14270.47207,15215.66558,17094.77592,18973.04902,20526.22125,20841.31372,22469.16401,24234.09344,25352.77682,25641.64746,25460.31231,21748.03324,21230.25191,22714.24149,23285.71762,23717.02433,
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923.528757,2030.18685,2174.961246,2204.181291,2271.821886,2367.412514,2456.694697,2452.982459,2472.43206,2529.009284,2625.261795,2709.027901,2753.54074,2898.032983,3127.690769,3357.363426,3579.962432,3766.855562,3818.071985,3868.743942,3890.290619,3993.559367,4018.732737,4103.629564,4238.633867,4373.014475,4410.006565,4571.205078,4853.266557,4888.845087,
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5045.019962,5588.892609,6058.228353,6406.719982,6593.294403,6710.578775,6968.215574,7394.004777,7865.189329,8126.986083,8367.730371,8435.287138,8594.068882,8951.648058,9701.820755,10527.45351,11570.97169,13066.85817,14373.64737,14405.10814,15153.51098,16923.93466,18679.49806,20809.85788,22897.41897,25319.21024,27828.55792,30454.81572,31855.3357,32767.70321,
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361.406815,3481.079164,3472.639099,3670.785369,4132.379056,4448.210546,4570.917041,4861.121908,4811.260418,4873.864445,5043.267181,5120.068806,5423.64423,5697.432126,6084.892535,6610.891706,7262.258084,8026.610325,8857.863861,8951.012535,9730.421104,10476.79633,10767.67733,11295.96326,11510.27888,11572.32079,12013.37739,12506.52938,13057.14575,13302.11074,
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2665.119919,2671.985322,2676.088414,2731.357367,2844.302807,2969.972078,3128.628701,3272.929996,3218.35741,3292.517024,3439.538765,3545.734142,3657.970357,3835.916752,4115.768814,4370.373887,4657.708791,5008.201409,5239.726938,5268.494984,5626.281161,5865.343551,6296.827614,6614.683524,6960.900716,7186.76928,7703.762275,8120.868793,8720.607379,9291.039052,
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9848.905608,10555.1109,10963.3683,10709.85602,11503.80931,12379.86784,12858.10081,13741.75848,13517.25598,13013.42771,13440.42276,14808.16587,15442.91981,15209.24781,16444.99417,17812.82074,17930.91822,17826.39361,18887.15211,18315.76905,
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.245416,1592.128625,1811.506139,2141.997307,2264.380798,2182.966872,2337.532897,2229.466246,2117.057084,2136.041466,2081.453935,2079.3558,2066.013054,2106.823417,2176.64556,2335.162194,2477.994739,2678.302769,2656.864832,2791.7154,3039.784157,3069.759741,3206.195825,3318.800934,3761.523431,3966.770712,4144.603632,4285.628756,4290.698283,4533.761161,
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6170.249054,5910.397797,6178.156953,6544.288668,7022.968936,7666.666497,8257.723619,8933.514082,9487.370197,10040.89838,10676.76299,11124.52793,11804.26626,12275.79567,13342.61456,13896.79338,15132.07225,16782.43901,18303.35292,19254.09228,21088.61633,22827.69814,23745.6978,24567.50617,25475.50469,26862.05252,28322.10698,30064.50348,31978.53115,34151.79281,
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.431982,1430.153845,1470.416631,1475.216522,1468.27804,1503.244908,1577.806687,1662.819113,1779.084607,1852.802321,1960.893806,2034.786664,2099.000289,2015.9011,2288.962891,2431.883866,2592.499327,2751.561266,2911.215309,2998.778329,3135.215191,3254.950165,3365.606711,3505.567139,3602.518569,3472.850475,3410.907652,3511.61316,3591.752696,3665.714474,
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13423.48565,14097.14656,14979.47349,15912.01549,16775.5406,17741.76518,18278.41787,19320.60801,20500.48839,21807.87374,22961.29087,24893.0168,25485.62659,25956.53488,28981.39847,29332.65213,29920.8258,30545.67417,30745.41586,30541.06419,30925.40083,31824.15484,32582.62241,33172.67126,33682.85003,34016.02235,34346.86733,34363.74599,35141.98539,36302.42058,
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11751.48677,12708.84366,13150.30065,13170.69401,13545.22779,14371.67689,14884.97044,15783.2073,16686.38374,17718.15157,18884.88624,19533.35731,20356.6473,20829.59956,21460.02078,22725.27749,24649.71938,25701.89458,26665.8373,26478.36897,27282.75084,26769.51189,26438.0163,27936.03966,28742.44038,29660.89607,31607.75424,33044.71674,34931.7846,36760.12281,
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5391.761269,5621.187056,5701.248571,5975.874579,6275.726936,6685.801185,6758.599551,7008.436426,6939.762378,6799.348691,6654.172815,6612.677348,6590.167278,6876.99709,7223.55654,7485.299217,7960.725393,8495.336999,9083.303242,9014.720965,9993.520388,10490.92726,10022.12859,11086.75072,11425.6646,11471.49423,12029.95558,12594.34876,13187.70013,13231.71487,
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101.370432,2197.517063,2165.76208,2415.616547,2722.497826,2915.047566,2656.466596,2399.862034,2079.535105,2354.103386,2873.156195,3213.972525,3195.529386,3319.756539,3537.089074,3768.43749,3929.222675,4286.789841,5012.67333,5123.174676,5510.13293,5954.400784,6305.391803,6401.740891,6469.909098,6481.149407,
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2809.819976,2836.449923,3005.993764,3113.828046,3332.702207,3485.923499,3631.893032,3603.158578,3647.934336,3878.430268,3866.233789,3969.781692,4083.349242,4184.205559,4437.442699,4610.718507,4792.497004,4888.823081,4968.922011,4883.807467,5029.467962,5249.348137,5457.612187,5737.964446,6422.047802,6821.45548,6965.675592,7290.6525,7596.981378,7637.003527,
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17913.42685,18616.69291,19258.77282,19751.34857,20611.73451,21484.76783,22393.93874,23409.19104,24215.87333,25271.27568,26868.34317,27827.50733,28794.4017,29721.32907,31329.28808,32864.1551,34971.08037,36694.47054,37616.58827,36611.88941,37919.38166,39333.63804,40390.09231,41861.50263,43023.03316,44136.51725,45608.62716,47436.22191,49443.26447,51026.18012,
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96823.11328,99035.25783,103476.3383,102757.7786,113857.654,109856.9529,120838.1739,122882.8385,125010.6974,122424.6119,132047.9866,139358.9653,141634.7038,138229.769,129068.5789,92968.2321,83102.35049,91738.75279,93154.23488,93851.74568,
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267.594094,4783.615216,4504.191855,4687.778102,4983.376137,5415.968478,5731.379494,5562.137041,5544.09454,5596.470889,5850.624221,6521.472893,7162.309673,7552.198645,8982.845042,9602.149434,11541.24506,13683.43762,16782.09886,16644.03893,16989.30704,17896.27586,18869.61921,19781.97957,20657.70707,21605.83668,24271.3661,27141.91933,29248.80932,32349.20158,
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8027.845591,7857.906215,6862.462729,6419.51646,5734.413877,5613.280647,5517.85889,5699.947617,5465.056362,5914.326062,6825.391511,7361.363679,8037.474535,9254.537201,10226.76615,11822.34693,14912.23393,16648.24164,20163.60942,19389.94118,20490.12672,22798.67443,24303.47341,26073.87453,25761.64802,24085.32418,24128.08641,25926.44385,28681.78446,29188.85416,28213.44784
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.5573937,585.4359707,670.0447478,674.4237123,361.6109404,507.7717218,565.8496804,613.8035972,623.0134579,612.1730977,641.2281401,674.7676115,757.7890622,776.8420383,844.9268826,935.6412275,1029.263237,1109.335834,1224.061026,1275.817301,1350.088356,1451.391377,1489.611145,1544.051167,1707.674009,1805.900961,1883.841608,1975.248661,2137.939235,2321.369638,
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.797727,1283.653102,1358.780068,1420.40931,1506.010457,1610.307397,1716.664338,1775.649712,1858.530325,1992.298536,2080.161769,2180.625075,2253.966178,2420.98036,2629.039838,2868.29114,3130.286096,3394.242858,3516.991901,3737.928198,4009.714602,4237.684247,4566.892064,4752.182844,4928.82466,5137.335583,5452.133155,5769.022322,6234.471478,6497.628279,
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32087.70474,36925.56267,38114.13967,37443.80923,37504.45719,37498.52766,38378.79484,38712.2864,39514.79079,37791.22655,39882.62897,39240.76069,37667.02377,41441.86116,44601.7787,47161.12884,48552.5274,49394.01919,52047.06691,49933.19365,51529.82789,56133.14419,57364.98511,55908.24993,55726.10231,48611.13148,45484.43843,47306.22232,48735.4605,48948.174,
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.580248,1224.536809,1300.713368,1356.600437,1363.291379,1436.815862,1508.848255,1651.839084,1695.54386,1725.32547,1824.609584,1931.347397,2030.524127,2166.787363,2247.833198,2422.966974,2672.271659,2976.974558,3183.836951,3225.055946,3289.437945,3673.487495,3751.1221,3716.654935,4500.779225,4379.624138,4503.773122,4327.782553,4448.841229,4362.609427,4243.781936
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521.345599,1568.474743,1574.850484,1582.763325,1569.758647,1648.02958,1671.679327,1712.984203,1791.477398,1893.262324,1963.846494,1966.459374,1990.024446,2139.407726,2281.354605,2370.523265,2469.094511,2567.32985,2612.354236,2633.921181,2670.891749,2682.692577,2764.784015,2749.219795,2830.697309,2971.346817,3075.937351,3203.906368,3406.437005,3544.487747,
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23835.36946,25552.04336,27044.76875,30088.18296,33086.81823,35129.55709,36914.29067,39332.06576,37602.17795,40007.50679,43833.22096,43136.43028,45120.4077,48756.56255,54301.69775,58717.21715,63910.0847,68628.38259,67576.86283,66149.00465,75294.35655,80052.3915,82064.96119,83001.7878,84423.19134,86974.74762,89386.0794,94940.97079,99841.62087,101936.7386,
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077.306264,1146.513885,1285.527372,1369.68314,1759.216029,1938.025669,1978.489438,1967.423868,1954.649311,1944.57981,1669.543236,1550.281104,1479.643318,1519.684905,1622.549879,1723.0674,1818.327558,1906.544752,2010.606028,2030.075395,2177.114708,2324.073672,2349.608792,2451.023329,2454.930547,2446.499194,2548.629965,2663.939508,2796.389589,2808.305529,
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.4067867,816.0815504,676.1280087,704.7023268,708.8756617,666.7436717,689.4647549,656.6880559,668.8075289,652.9798875,693.0119886,639.6253813,786.3699019,835.9571771,875.8791137,908.4690577,944.7689676,1020.250199,1070.513474,1088.374292,1134.088203,1203.210638,1405.573377,1746.555737,1787.646837,1586.689754,1596.618799,1642.60747,1703.228843,1792.519546,
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2915.884065,3018.237725,3258.449536,3482.089956,3675.413664,3883.595983,3944.059968,4097.27349,4215.598014,4333.6731,4447.647729,4554.854485,4672.346599,4807.712568,4956.54515,5224.749709,5591.438223,5823.165919,6063.274613,5956.874539,6127.076761,6465.811677,6541.213105,6877.149503,7233.198423,7597.689174,8038.633117,8454.055551,8853.568503,9210.988767,
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43193.74323,46437.39119,50821.92125,52473.64944,55887.37316,56226.24965,58684.50617,62176.32792,64812.4483,68467.40041,74368.272,74527.86293,66491.15451,62777.53266,57954.42968,54450.48403,53465.09402,55432.06994,55614.62217,57455.56337,58867.01336,61006.8482,,
Somalia,SOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4827.615249,5229.139704,5718.678087,5998.955959,5532.043774,6021.719015,6484.765829,7224.586113,7637.925028,8480.525197,9181.713059,10195.53284,11222.61892,12632.0424,12543.17349,12808.05719,13746.89681,13933.92046,14629.03182,14659.60642,14928.40853,15858.03564,16611.01686,17736.0068,18929.8776,
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696.450913,1714.459983,1703.730197,1685.785505,1693.795744,1742.020139,1817.084077,1865.925301,1884.59624,1905.830026,1963.633716,2040.990201,2149.087331,2226.972193,2375.17023,2535.302583,2703.000235,2879.895718,3015.168957,3059.924023,3186.910731,3313.367993,3348.540433,3518.598694,3675.575172,3702.491155,3688.744177,3754.335816,3835.837594,3886.322515,
South Sudan,SSD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910.542543,2944.009609,3020.948005,2844.516996,1519.142314,2099.236859,1495.509754,1234.725576,,,,,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.442505,1715.493761,1704.856128,1686.99481,1694.984208,1743.184391,1818.297559,1867.295571,1886.075767,1907.319895,1965.139247,2042.444188,2150.52914,2228.30017,2376.442573,2536.708999,2704.554594,2881.630051,3016.829156,3061.526824,3188.582851,3315.188718,3350.291489,3520.394744,3677.479104,3704.400252,3690.779376,3756.478814,3838.004947,3888.705143,
Small states,SST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10325.77632,10830.86141,11359.7585,11962.57453,13111.25988,13968.17087,15613.843,17157.94896,18406.01778,18556.15124,19849.99323,21272.99332,22137.58694,22444.89711,22398.2077,19595.63627,19215.10393,20475.94749,21044.41417,21514.5348,
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.814954,1880.47438,2001.199313,2087.597207,2250.633436,2464.320944,2540.247601,2722.656614,2734.005392,2876.875238,2997.201238,2954.735978,3319.075345,3817.190331,3837.492521,3889.527539,3952.945412,4089.156653,4088.879113,
Suriname,SUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.743685,6891.842573,6948.411151,6522.195044,6776.019035,6812.384052,6907.13345,7329.306768,7488.728969,7401.294654,7634.375101,8033.468455,8290.674769,8871.605225,9769.865049,10405.67872,11210.79569,11960.9798,12552.97651,12880.64129,13548.53322,14475.07261,15785.12357,16815.11043,17261.07558,16072.41747,14206.64561,16372.57962,16873.09379,17378.83462,
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7158.798341,7452.928727,8052.667148,8676.50836,9384.344175,10082.6203,10622.59672,10714.17713,11381.51446,12391.34544,13312.20331,14166.49593,15213.72519,16639.39412,18888.75649,21196.61958,23725.85776,23097.56599,25209.34706,26082.75847,26967.12536,28002.49741,28996.86679,29919.65967,29659.37178,30093.35141,31557.5327,32544.96091,
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12349.82671,11623.77234,11255.63931,11878.17855,12792.95274,13594.71372,14273.13744,15277.48283,16055.4185,17083.25172,18009.061,18956.3919,20241.52568,21090.62162,22742.08967,23852.64304,25686.02923,27536.68347,29604.29147,27557.99551,27848.13279,28931.38332,29042.82027,29973.69935,30870.02367,31628.24718,33936.04406,36505.67722,38915.64196,41193.84204,
Sweden,SWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20375.73454,20681.93524,20785.90372,20718.16223,21836.43369,23050.3653,23875.2585,24797.18123,25886.79123,27471.55827,29631.16089,29940.54433,30926.5056,31782.07625,33830.55489,34244.46502,37679.69511,40855.49992,42158.2957,40309.11254,42256.16212,44608.58026,45432.43197,46312.39238,47184.66913,49103.13343,50430.25282,51947.95425,53553.31245,55027.36731,
